,Text,label
556,දන්නේ නැති හින්ද අහන්නේ පිඉමියෙකුට ගැහැනියකට සල්ලි දෙන්න බැරිද මේ වගේ ප්‍රසිද්ධ තැනක ?? ආරක්ෂකයෝ ඉල්ලලා අස්වෙන්න ඕන. හැබැයි ඕක ලැගුම් හලක හෝ හොටෙල් එකක උනානම් කතාව ටිකක් හිතල බලන්න වෙනවා.,NEGATIVE
557,තරුණ දුවරු ඉන්න තාත්තලා කරන වැඩද මේවා.,NEGATIVE
558,ලෝකෙට පරකාසේ ගෙදරට මරගාතෙ වර්ගයේ සැමියෙක්ද දන්නේ නැහැ,NEGATIVE
559,හොර වැඩ එපා කියන්නේ ඕකනේ,NEGATIVE
560,ඇයි නිල්මිණි ඔය තරම් නපුරු ඒ මනුස්සයාගේ සල්ලිත් අරන් ඒ මනුස්සයට තඩිබාන හැටිත් බලාගෙන හිටියනේද .,NEGATIVE
561,මේවා දැකලා මගේ ඇගේ මයිල් කෙලින් වෙලා. අනේ අම්මපා මේවා නවත්තන්න පියවර ගන්නේ නැද්ද. මේ රියදුරන්ට ලයිසන් දෙන අයව සොයා ගෙන ගිහින් ඒ ගොල්ලන්ගේ වත්කම් ගැන අල්ලස් කොමසාරිය පරීක්ෂණ පවත්වනවා නම් හොදයි. ආණ්ඩුව වහාම මේ ගැන ක්‍රියාත්මක වී මෙම විනාසය අඩු කිරීමට වැඩ පිළිවෙලක් සාදන වනම් හොඳයි. පාර හැදුවට මදි. ඒ පාර වල් යන අයව දැන මුතු කරනවානම් ඉතා හොදය. ඒ වගේම පැය දෙකකට වැඩිය එක දිකට එලවනවානම් සැම පැය 2 වරක් වාහනය නතර කර විවේක ගැනීම අනිවාර්ය කර යුතුය. ලය්සෝන් දෙන ක්‍රමය වෙනස් කර යුතුය. අනතුරු වැඩි දැනට තියන ක්‍රමයේ වැරදි ඇති නිසාය.,NEGATIVE
562,'මග මරුවෙක්' තවත් ජීවිත තුනක් බිලි ගනී. ප්‍රයිවට් බස් ඉගිල්ලෙන හැටි පාරේ යන මිනිස්සු දනී.,NEGATIVE
563,ශෝක ජනක සිදුවීම් බලවත් ශොකය ...,NEGATIVE
564,මරණයට පත්වූ මිතුරාට නිවන් සුව පතමි! අනතුරින් සුවය ලබන්නන්ට ඉක්මන් සුවය ප්‍රාර්ථනා කරමි.,POSITIVE
565,ඔබට නිවන් සුව පතන අතර තුවාල ලැබූ අය ඉක්මනින් සුව වේවා.,POSITIVE
566,මේ ඔක්කොම වරද බස් ගැමුණු,NEGATIVE
567,මේ සේරටම වරද අපේ පොලිසිය.එයාලා අනතුරක් වුණාට පස්සුව පිළියම් කරනවා මිසක් අනතුරක් වෙන්න තියෙන ඉඩ අහුරන්නේ නැහැ . අපේ මාර්ග නීති බහුතරය වෙනස් වෙන්න ඕනෑ.නැත්නම් මේ වගේ හැමදාම අපේ ජිවිත අහිමි වෙන එක නවත්වන්න බැරිවෙනවා .රියදුරන් මීට වැඩිය ප්‍රවේශම් වෙන්න ඕනෑ,NEGATIVE
568,බස් රියදුරෝ කිසි බයක් නැතුව මිනී මරන්න ලැහැස්ති වෙලා වගෙයිනේ ඉන්නේ.,NEGATIVE
569,පොලියෙන් කවදාවත් වැරදි කරන බස් අල්ලන්නේ නෑ. එක තමා ප්‍රධාන හේතුව.,NEGATIVE
570,හැම වෙලාවෙම බස් රියදුරන්ට බණින එක වැරදියි. මම දන්න විදිහට මේ අනතුර වෙලා තියෙන්නෙ කාර් එකේ රියදුරාට නින්ද යාම නිසා...,NEGATIVE
571,ලස්සනම ලස්සනයි. මට මගේ ළමා කාලේ මතක් වුණා. කොයිතරම් සුන්දරද ඒ කාලේ.,POSITIVE
572,පාට සරුංගල් වාගේ අපේ ජිවිතේ....,POSITIVE
573,ඉස්සර ගාලුමුවදොර පවත්වපු සරුංගල් තරඟ වලට හැම වසරකම වගේ දිග රොකට් එකක් මගේ ගෙවල් පැත්තෙනුත් අරගෙන ගියා. ඒක කොච්චර දිගද කිව්වොත් යකඩ අදින වහලයක් නැති ලොරියකයි පටවාගෙන ගියේ.,POSITIVE
574,සරුංගල් යවන පුංචි පුතා සතුටින් හිටියත් සරුංගල් හදන පුංචි පුතාට ඒ සතුට නැහැ වගෙයි.,NEGATIVE
575,ලස්සනයි....!!,POSITIVE
576,දැන් කාලෙ ළමය් ටියුෂන් අරක මේක කියා කාර්ය බහුල ජීවිතයක්නේ ගත කරන්නේ.සෙල්ලම් කරන්නෙත් පරිඝනක සමග. ඒ හින්දා ඔහොම හරි කිරීම අනිවාර්යයි. ඉස්සර අපට අගෝස්තුම එන්ඩ ඕනෑ නැහැ සරුන්ගල් යවන්න. ඕනෑ වෙලාවක අපට නිදහස තිබුණා ඒවා කරන්න. ඒවගේ කව්රුත් පොඩි කාලෙ කන්නාඩි බාවිතා කළෙත් නැහැ. දැන් බලන්නකෝ පොඩි එවුන්ගෙන් බහුතරයක්ම කන්නාඩි දානවා. අනාගතේ කොහොම වෙයිද දන්නේ නැහැ අනේ.,NEGATIVE
577,චීන සරුංගල් වලින් මේ තාත්තාවයි පුතාවයි බේරගන්න කවුරු හරි බලධාරියෙක් නැද්ද. බලධාරීන් වෙනුවට බඩජාරින් ඉන්න නිසා ඊලග සරුංගල් වාරයට මේ පියපුතු දෙදෙනාගේ රස්සාව නැතිවෙනවා. ඒ සල්ලි ඔක්කම චීනයට යනවා. එහෙම නොවේවා කියලා ප්‍රාර්ථනා කරනවා,NEGATIVE
578,ලස්සනයි නේද?,POSITIVE
579,පසුගිය මාසේ ලයිට් බිල බැලුවම මට මතක් වුණේ සරුංගල්.,NEGATIVE
580,සරුංගලයක් හදලා උඩ අරින විට ළමා මනසට පුදුම ප්‍රබෝධයක් එන්නේ. කරුමෙට ලෝකය උඩු යටිකුරු වෙලා අපේ ළමයින්ට එම ආස්වාදය අද විඳගන්න නොහැකි වෙලා.කුඩා කල සිටම මුදල් ඉපයීමට මනස හුරු කරලා.,NEGATIVE
581,හෝ හඬදී දිය පෙරලා ඈතින් නැගි මුහුදු රැලේ.. සැන්දැවේ ගෝල් ෆේස් විඩා නිවන මහඟු බලේ.. කුඩා ළමුන් වැඩිහිටියන් මුළු පවුලම සතුටු කළේ.. අහස් නැගී කොම්බු ගසන මගේ කුඩා සරුංගලේ,POSITIVE
