Id,Text,Class,Filtered_sentence
461, යකෝ කවුරු හරි මුල්වෙලා එහෙම දෙයක් කරන නිසයි එන්න බැරි වුනත් මුන්ටික ආතල් එකක් ගන්නවා නේද කියලා හිතලා හරි සතුටුවෙන්නේ අහක ඉන්න වේස නරි එක එක ඒවා කිව්වා කියලා උඹලා කරන වැඩ නවත්තන්න හිතනවා නං මට කියන්න තියෙන්නේ අනේ මංදා කියලා තමා රනුක 😑,Neutral,යකෝ කවුර හරි මුල්වෙ එහෙ දෙය කරන නිස එ බැරි ව මුන්ටික අතල එක ගන් නේද කිය හිත හරි සතුටුවෙ අහක ඉ වේස නරි එක එක එවා කිව් කිය උබ කරන වැඩ නවත්ත හිත නං මට කිය තියෙ මංද කිය තමා රනුක 😑
462,හිතෙන විකාර ට්වීට් කරලා හැමදාම දැම්මා ඒකෙ චුට්ටං හරි ආර්ට් එකක් දැකලා  ජොබ්එකගාවගමු කියලා හිතලා  අක්කා ලියන්න උදව්කරා ඇයි අනිත් අයටත් ඒ වගේ හොඳ විදිහට අනිත් අයට උදව්කරන්න බැරි,Neutral,හිතෙ විකාර ට්වීට කර හැමදා දැම්ම එකෙ චුට්ටං හරි අර්ට එක දැක ජොබ්එකගාවග කිය හිත අක් ලිය උදව්කර අනි අය වගේ හොද විදිහ අනි අයට උදව්කර බැරි
463,එයා කිවුවා කැටයක් අරගෙන හැමදාම ඒකට රුපියක් දහය ගානේ හරි ඊට වැඩියෙන් හරි දාන්න කියලා හොද දෙයක් වෙනුවෙන් කිවුවාදවසක ආයෙත් මගේ ලගට එනවා කිවුවා හේතුවත් අරගෙනම මොකක්ද ඒ මාරම පස්නයක් ඒක 🧐🧐🧐🧐🧐🧐🧐🧐 දැවෙනප්‍රශ්න,Neutral,එයා කිව කැටය අරගෙ හැමදා එකට රුපිය දහය ගාන හරි ඉට වැඩි හරි දා කිය හොද දෙය කිවුවාදවසක අයෙ මගේ ලගට එ කිව හේතු අරගෙන මොකක් මාර පස්නය එක 🧐🧐🧐🧐🧐🧐🧐🧐 දැවෙනප්‍රෂ්
464,ශ්‍රී ලංකාවේ මුස්ලිම්වරුන් යක්ෂයින් කිරීම පිළිබඳව එක්සත් ජනපදය සැලකිලිමත් විය,Racist,ලංක මුස්ලිම් යක්ෂය කිරී එක්ස ජනපද සැලකිලිම විය
465,Naththal Awa  Latha Walpola and Eranga Lanka  නත්තල් ආවා ආවා ආවා ජේසු බිලිඳු ආවා  උඳුවප් මාසේ සීතල දවසක මැදියම් රෑ යාමේ  බෙත්ලෙහෙමේ පුංචි ගවලෙනේ ජේසු උපත වූයේ  සාමයේ අරුණලු දසත පැතිර ගියේ  නත්තලේ අපි ,Religion,       නත්තල අවා අවා අවා ජේස බිලිද අවා උදුවප මාස සීත දවසක මැදිය රෑ යා බෙත්ලෙහෙ පුංචි ගවලෙන ජේස උපත වූ සාම අරුනල දසත පැතිර ගි නත්තල අපි
466,ලෝගා දාපු එක ඩුප්ලිකේට් ගහන්නත් හිතලා ආයේ අතෑරියා සයිබර් බුලින් කරලා රස්සාව නැති කරගන්න බෑ ලෝගව රිපෝර්ට් කලා හේට් ස්පීච් කියලා වෙලාවට ඌ රිපෝර්ට් කරන විදිහ කලින් කියලා තිබුනේ 😂,Neutral,ලෝග දා එක ඩුප්ලිකේට ගහන්න හිත අයේ අතෑරි සයිබර බුල කර රස්සා නැ කරග බෑ ලෝග රිපෝර්ට කලා හේට ස්පීච කිය වෙලාව උ රිපෝර්ට කරන විදිහ කල කිය තිබුන 😂
468,එතකොට බැරිවෙලාවත් ඒකාබද්ධෙන් ආන්ඩුව පිහිටවලා තිබිලා ඒකට unp එකෙන් කවුරු හරි පැන්නොත් ඇමතිකම් දෙනවා  හැබැයි   Unp එකෙන් ආන්ඩු පිහිටවලා ඒකට ඒකාබද්දේ හෝ නිදහස් පක්ශේ කවුරු හරි unp එක එක්කලා එක්කහු උනොත් එතකොට ඇමතිකම් නෑ  මෛත්‍රිපාලගෙත් තියෙන්නේ ටෞකණ තියරි බොල 🤭🤔,Neutral,එතකො බැරිවෙලා එකාබද්ධ අන්ඩ පිහිටව තිබ එකට එක්සත් ජාතික පක්ෂ එ කවුර හරි පැන්න ඇමතික දෙ හැබැ එක්සත් ජාතික පක්ෂ එ අන්ඩ පිහිටව එකට එකාබද්ද නිදහස පක්ෂ කවුර හරි එක්සත් ජාතික පක්ෂ එක එක්ක එක්ක උන එතකො ඇමතික මෛත්‍රිපාලගෙ තියෙ ටෞකන තියරි 🤭🤔
469, ගල් ගොඩ උඩ ඉන්න ඇච්චා 😂👋,Neutral,ගල් ගොඩ උඩ ඉ ඇච්ච 😂👋
470,සාරංශය අායුෂ කෙටියි  වැඩිය  උඩ පනින කෑැැගහන දගලන කාට කාටත්ඔන්න කිව්වා🧐🤔🧐 ,Neutral,සාරංෂ අායුෂ කෙටි වැඩ උඩ පනි කෑැැගහ දගල කාට කාටත්ඔ කිව්වා🧐🤔🧐
471,පාරෙ යන මිනිස්සු මං දිහා බල බල යනවමොකක් හරි අවුලක්වත්ද මගෙ😲😧,Neutral,පාර මිනිස්ස මං දිහ බල බල යනවමොක හරි අවුලක්වත් මගෙ😲😧
472, උඩ යන්න එපා😏,Neutral,උඩ ය එපා😏
473, අපි හිටපු විදිහේ මොකක් මතක් වෙන්නද බං  එදත් පිස්සු කෙලිය අදත් එහෙම තමා 😉උබ දැන් ඉන්න විදිහ හොදයි ,Neutral,අපි හිට විදිහ මොක මත වෙන්න බං එද පිස්ස කෙල අද එහෙ තමා 😉උබ ඉ විදිහ හොද
474, ඒ කියන්නෙ ඕන කෙනෙක් සදුන් ගැන දන්නව😂,Neutral,කියන්න ඔන කෙන සද දන්නව😂
475,   මම ඉතිං උඩ abroad ඉන්නේ 😂,Neutral,මම ඉතිං උඩ  ඉ 😂
476,ඔය මොකක් හරි එකක් දාල කියල කියන්න😁🙏 ,Neutral,ඔය මොක හරි එක දාල කිය කියන්න😁🙏
477, අනේ එතකොට නම් උඩ බිම ඉන්න බැහැ රශ්නය නිසාතව ජර්සී දැම්මොත් හොදට තියේ😂😂,Neutral,එතකො උඩ බිම ඉ බැහැ රෂ්න නිසාත ජර්ස දැම්ම හොද තියේ😂😂
478,ඕනෑවට වඩා උඩ තැබීමෙන් වලකින්න බිමට බහින්නට බැරිවිය හැක,Neutral,ඔනෑව උඩ තැබ වලකි බිම බහින්න බැරිව හැක
479, මොකක් 🤔🤔😂,Neutral,මොක 🤔🤔😂
480, මේසෙ උඩ තියන පෝන් එක දැක්ක 😒😒😒😒,Neutral,මේස උඩ තිය පෝ එක දැක්ක 😒😒😒😒
481,ඇච්චා කලේ ඉඳලම ගල් උඩ තමා 😂👋😂👋 ,Neutral,ඇච්ච කලේ ඉදල ගල් උඩ තමා 😂👋😂👋
