Text,Class,Filtered_sentence
ගුවන්තොටුපලේ මුහුණ ආවරණය කිරීම සඳහා සෞදි කාන්තා සංචාරකයින් දෙදෙනෙකු ශ්‍රී ලංකා අධිකාරිය විසින් බිය ගැන්වූහ ශ්‍රී ලංකා අධිකාරිය මේ පිළිබඳව සොයා බැලිය යුතු අතර එය අපගේ සංචාරක ව්‍යාපාරයට බලපානු ඇත,Racist,ගුවන්තොටුපල මුහ අවරන කිරී සෞදි කාන්ත සංචාරකය දෙදෙන ලං අධිකාර බිය ගැන්ව ලං අධිකාර සො බැල යුත එය අප සංචාරක ව්‍යාපාරය බලපා ඇත
ඌරා නිසා මුස්ලිම් අයට Peppa Pig එපාලු හලාල් කාටූන් එයි VIDEO   ,Racist,උරා මුස්ලි අයට   එපාල හලාල කාටූ එයි 
ඌරා නිසා මුස්ලිම් අයට Peppa Pig එපාලු හලාල් කාටූන් එයි VIDEO   ,Racist,උරා මුස්ලි අයට   එපාල හලාල කාටූ එයි 
තෙල්දෙණියේදී තරුණයකු මරා දැමු මරක්කල  දෙනා නැවත රිමාන්ඩ් ,Racist,තෙල්දෙනි තරුන මරා දැ මරක්ක දෙ නැවත රිමාන්ඩ
තෙල්දෙණියේදී තරුණයකු මරා දැමු මරක්කල  දෙනා නැවත රිමාන්ඩ් ,Racist,තෙල්දෙනි තරුන මරා දැ මරක්ක දෙ නැවත රිමාන්ඩ
තම්බි හොරු ඔටෝ මිරාජ් ,Racist,තම්බි හොර ඔටෝ මිරාජ
තම්බි හොරු ඔටෝ මිරාජ් ,Racist,තම්බි හොර ඔටෝ මිරාජ
තම්බි හැත්ත මක බෑවිලා පලසිංහලයන්ට කලගුණ මතක නැතිකම තමා ලොකුම අඩුව — feeling මකබෑවිලා පල,Racist,තම්බි හැත්ත මක බෑව පලසිංහලයන් කලග මතක නැතික තමා ලොකු අඩ — හැගී මකබෑව පල
තම්බි හැත්ත මක බෑවිලා පලසිංහලයන්ට කලගුණ මතක නැතිකම තමා ලොකුම අඩුව — feeling මකබෑවිලා පල,Racist,තම්බි හැත්ත මක බෑව පලසිංහලයන් කලග මතක නැතික තමා ලොකු අඩ — හැගී මකබෑව පල
තම්බි ටික සතුටු කරන්නනේ මේ ඔක්කෝම කරන්නේ ,Racist,තම්බි ටික සතුට කරන්නන ඔක්කෝ කර
තම්බි ටික සතුටු කරන්නනේ මේ ඔක්කෝම කරන්නේ ,Racist,තම්බි ටික සතුට කරන්නන ඔක්කෝ කර
තමාගේම අහවල් එක කපා ගන්න මුන්ට කොහෙන්ද හැගීම් දැනීම් තු නොදොකින් මිනීමරු ගෙරි තම්බි ,Racist,තමාගේ අහ එක කපා ග මුන් කොහෙන් හැග දැන තු නොදො මිනීමර ගෙරි තම්බි
තමාගේම අහවල් එක කපා ගන්න මුන්ට කොහෙන්ද හැගීම් දැනීම් තු නොදොකින් මිනීමරු ගෙරි තම්බි ,Racist,තමාගේ අහ එක කපා ග මුන් කොහෙන් හැග දැන තු නොදො මිනීමර ගෙරි තම්බි
තමාගේම අහවල් එක කපා ගන්න මුන්ට කොහෙන්ද හැගීම් දැනීම් තු නොදොකින් මිනීමරු ගෙරි තම්බි ,Racist,තමාගේ අහ එක කපා ග මුන් කොහෙන් හැග දැන තු නොදො මිනීමර ගෙරි තම්බි
තමාගේම අහවල් එක කපා ගන්න මුන්ට කොහෙන්ද හැගීම් දැනීම් තු නොදොකින් මිනීමරු ගෙරි තම්බි ,Racist,තමාගේ අහ එක කපා ග මුන් කොහෙන් හැග දැන තු නොදො මිනීමර ගෙරි තම්බි
ලංකාවෙ ඉන්නෙ පුදුම කාලකන්ණි එහෙන් හම්බයෝ කැලෑ කපනවමෙහෙන් මුන් ෆන් ගන්න ගිහින් ගිණි තියනවා ,Racist,ලංකාව ඉන්න පුදු කාලකන්නි හම්බ කැලෑ කපනවමෙහ ම ෆන් ග ගිහ ගිනි තිය
ලංකාවෙ ඉන්නෙ පුදුම කාලකන්ණි එහෙන් හම්බයෝ කැලෑ කපනවමෙහෙන් මුන් ෆන් ගන්න ගිහින් ගිණි තියනවා ,Racist,ලංකාව ඉන්න පුදු කාලකන්නි හම්බ කැලෑ කපනවමෙහ ම ෆන් ග ගිහ ගිනි තිය
ඉස්ලාමීය සහයෝගීතා සංවිධානය  ශ්‍රී ලංකාවේ මුස්ලිම්වරුන්ගේ තත්වය සමීපව අධීක්‍ෂණය කරමින් සිටින අතර රටේ ඇතැම් කණ්ඩායම් විසින් ප්‍රකාශයට පත් කරන ලද බිය ගැන්වීම් මුස්ලිම් විරෝධී වාචාල කතා සහ වෛරී කථන සිදුවීම් ඉහළ යාම ගැන සැලකිලිමත් වේ,Racist,ඉස්ලාම සහයෝගීත සංවිධාන ලංක මුස්ලිම් තත්ව සමීප අධීක්‍ෂන කර සිටි රටේ ඇතැ කන්ඩාය ප්‍රකාෂය පත් කරන ලද බිය ගැන්ව මුස්ලි විරෝධ වාචා කතා වෛර කථන සිදුව ඉහල යාම සැලකිලිම වේ
ඉස්ලාමීය සහයෝගීතා සංවිධානය  ශ්‍රී ලංකාවේ මුස්ලිම්වරුන්ගේ තත්වය සමීපව අධීක්‍ෂණය කරමින් සිටින අතර රටේ ඇතැම් කණ්ඩායම් විසින් ප්‍රකාශයට පත් කරන ලද බිය ගැන්වීම් මුස්ලිම් විරෝධී වාචාල කතා සහ වෛරී කථන සිදුවීම් ඉහළ යාම ගැන සැලකිලිමත් වේ,Racist,ඉස්ලාම සහයෝගීත සංවිධාන ලංක මුස්ලිම් තත්ව සමීප අධීක්‍ෂන කර සිටි රටේ ඇතැ කන්ඩාය ප්‍රකාෂය පත් කරන ලද බිය ගැන්ව මුස්ලි විරෝධ වාචා කතා වෛර කථන සිදුව ඉහල යාම සැලකිලිම වේ
ඉස්ලාමය ත්‍රස්තවාදීයි  එහි තේරුම එයයි,Racist,ඉස්ලාම ත්‍රස්තවාදී එහි තේරු එ
ඉස්ලාමය ත්‍රස්තවාදීයි  එහි තේරුම එයයි,Racist,ඉස්ලාම ත්‍රස්තවාදී එහි තේරු එ
ඉතිහාසය ඉදිරියේ මෙවැනි හෙළිදරවුවක් කිරීමට අවකාශය දුන්  අපගේ ප්‍රණාමය පුද කල යුතුයි පසු ගිය කාලයේ මේ රටේ ඇතිවූ මුස්ලිම්  සිංහල ජාතිවාද කෝලහාල පිටුපස සිටියේ කවුද  හලාල් ගෙනත් ජාතියක් වැනසීමට ජාතිවාදය අවිස්සුවේ කවුද  අද කොහොමද මෙහෙම අගසවු තබාගෙන ඉන්නේ  ,Racist,ඉතිහාස ඉදිරි මෙ හෙලිදරවුව කිරීම අවකාෂ ද අප ප්‍රනාම පුද කල යුතු පසු ගිය කාල රටේ ඇතිව මුස්ලි සිංහ ජාතිවා කෝලහා පිටුපස සිටි කවු හලාල ගෙන ජාතිය වැනසීම ජාතිවාද අවිස්ස කවු අද කොහොම මෙහෙ අගසව තබාගෙ ඉ
